,season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
120,2022.0,1304093,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Shreyas Iyer,Sanju Samson,"Wankhede Stadium, Mumbai",Kolkata Knight Riders , Rajasthan Royals
121,2022.0,1304094,Gujarat Titans v Punjab Kings,GT v PBKS,GT,PBKS,Hardik Pandya,Mayank Agarwal,"Dr DY Patil Sports Academy, Navi Mumbai",Gujarat Titans , Punjab Kings
122,2022.0,1304095,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Faf du Plessis,MS Dhoni,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore , Chennai Super Kings
123,2022.0,1304096,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Rishabh Pant,Kane Williamson,"Brabourne Stadium, Mumbai",Delhi Capitals , Sunrisers Hyderabad
124,2022.0,1304097,Gujarat Titans v Mumbai Indians,GT v MI,GT,MI,Hardik Pandya,Rohit Sharma,"Brabourne Stadium, Mumbai",Gujarat Titans , Mumbai Indians
125,2022.0,1304098,Punjab Kings v Rajasthan Royals,PBKS v RR,PBKS,RR,Mayank Agarwal,Sanju Samson,"Wankhede Stadium, Mumbai",Punjab Kings , Rajasthan Royals
126,2022.0,1304099,Lucknow Super Giants v Kolkata Knight Riders,LSG v KKR,LSG,KKR,KL Rahul,Shreyas Iyer,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants , Kolkata Knight Riders
127,2022.0,1304100,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,Kane Williamson,Faf du Plessis,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad , Royal Challengers Bangalore
128,2022.0,1304101,Chennai Super Kings v Delhi Capitals,CSK v DC,CSK,DC,MS Dhoni,Rishabh Pant,"Dr DY Patil Sports Academy, Navi Mumbai",Chennai Super Kings , Delhi Capitals
129,2022.0,1304102,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Shreyas Iyer,"Dr DY Patil Sports Academy, Navi Mumbai",Mumbai Indians , Kolkata Knight Riders
130,2022.0,1304103,Lucknow Super Giants v Gujarat Titans,LSG v GT,LSG,GT,KL Rahul,Hardik Pandya,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants , Gujarat Titans
131,2022.0,1304104,Rajasthan Royals v Delhi Capitals,RR v DC,RR,DC,Sanju Samson,Rishabh Pant,"Dr DY Patil Sports Academy, Navi Mumbai",Rajasthan Royals , Delhi Capitals
132,2022.0,1304105,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Wankhede Stadium, Mumbai",Chennai Super Kings , Mumbai Indians
133,2022.0,1304106,Royal Challengers Bangalore v Punjab Kings,RCB v PBKS,RCB,PBKS,Faf du Plessis,Mayank Agarwal,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore , Punjab Kings
134,2022.0,1304107,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Shreyas Iyer,Kane Williamson,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders , Sunrisers Hyderabad
135,2022.0,1304108,Chennai Super Kings v Gujarat Titans,CSK v GT,CSK,GT,MS Dhoni,Hardik Pandya,"Wankhede Stadium, Mumbai",Chennai Super Kings , Gujarat Titans
136,2022.0,1304109,Lucknow Super Giants v Rajasthan Royals,LSG v RR,LSG,RR,KL Rahul,Sanju Samson,"Brabourne Stadium, Mumbai",Lucknow Super Giants , Rajasthan Royals
137,2022.0,1304110,Punjab Kings v Delhi Capitals,PBKS v DC,PBKS,DC,Mayank Agarwal,Rishabh Pant,"Dr DY Patil Sports Academy, Navi Mumbai",Punjab Kings , Delhi Capitals
138,2022.0,1304111,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,Kane Williamson,"Wankhede Stadium, Mumbai",Mumbai Indians , Sunrisers Hyderabad
139,2022.0,1304112,Kolkata Knight Riders v Lucknow Super Giants,KKR v LSG,KKR,LSG,Shreyas Iyer,KL Rahul,"Dr DY Patil Sports Academy, Navi Mumbai",Kolkata Knight Riders , Lucknow Super Giants
140,2022.0,1304113,Royal Challengers Bangalore v Gujarat Titans,RCB v GT,RCB,GT,Faf du Plessis,Hardik Pandya,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore , Gujarat Titans
141,2022.0,1304114,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Sanju Samson,MS Dhoni,"Brabourne Stadium, Mumbai",Rajasthan Royals , Chennai Super Kings
142,2022.0,1304115,Mumbai Indians v Delhi Capitals,MI v DC,MI,DC,Rohit Sharma,Rishabh Pant,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Capitals
143,2022.0,1304116,Sunrisers Hyderabad v Punjab Kings,SRH v PBKS,SRH,PBKS,Bhuvneshwar Kumar,Mayank Agarwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad , Punjab Kings
144,2022.0,1312197,Gujarat Titans v Rajasthan Royals,GT v RR,GT,RR,Hardik Pandya,Sanju Samson,"Eden Gardens, Kolkata",Gujarat Titans , Rajasthan Royals
145,2022.0,1312198,Lucknow Super Giants v Royal Challengers Bangalore,LSG v RCB,LSG,RCB,KL Rahul,Faf du Plessis,"Eden Gardens, Kolkata",Lucknow Super Giants , Royal Challengers Bangalore
146,2022.0,1312199,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Sanju Samson,Faf du Plessis,"Narendra Modi Stadium, Motera, Ahmedabad",Rajasthan Royals , Royal Challengers Bangalore
147,2022.0,1312200,Gujarat Titans v Rajasthan Royals,GT v RR,GT,RR,Hardik Pandya,Sanju Samson,"Narendra Modi Stadium, Motera, Ahmedabad",Gujarat Titans , Rajasthan Royals
148,2021.0,1254117,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Eoin Morgan,Dubai International Cricket Stadium,Chennai Super Kings , Kolkata Knight Riders
149,2021.0,1254116,Delhi Capitals v Kolkata Knight Riders,DC v KKR,DC,KKR,Rishabh Pant,Eoin Morgan,Sharjah Cricket Stadium,Delhi Capitals , Kolkata Knight Riders
150,2021.0,1254115,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Eoin Morgan,Sharjah Cricket Stadium,Royal Challengers Bangalore , Kolkata Knight Riders
151,2021.0,1254114,Delhi Capitals v Chennai Super Kings,DC v CSK,DC,CSK,Rishabh Pant,MS Dhoni,Dubai International Cricket Stadium,Delhi Capitals , Chennai Super Kings
152,2021.0,1254101,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,RCB,DC,Virat Kohli,Rishabh Pant,Dubai International Cricket Stadium,Royal Challengers Bangalore , Delhi Capitals
153,2021.0,1254088,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,Manish Pandey,Rohit Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Sunrisers Hyderabad , Mumbai Indians
154,2021.0,1254106,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Eoin Morgan,Sanju Samson,Sharjah Cricket Stadium,Kolkata Knight Riders , Rajasthan Royals
155,2021.0,1254094,Chennai Super Kings v Punjab Kings,CSK v PBKS,CSK,PBKS,MS Dhoni,KL Rahul,Dubai International Cricket Stadium,Chennai Super Kings , Punjab Kings
156,2021.0,1254095,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,Kane Williamson,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bangalore , Sunrisers Hyderabad
157,2021.0,1254093,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Sanju Samson,Rohit Sharma,Sharjah Cricket Stadium,Rajasthan Royals , Mumbai Indians
158,2021.0,1254110,Delhi Capitals v Chennai Super Kings,DC v CSK,DC,CSK,Rishabh Pant,MS Dhoni,Dubai International Cricket Stadium,Delhi Capitals , Chennai Super Kings
159,2021.0,1254109,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Eoin Morgan,Kane Williamson,Dubai International Cricket Stadium,Kolkata Knight Riders , Sunrisers Hyderabad
160,2021.0,1254090,Royal Challengers Bangalore v Punjab Kings,RCB v PBKS,RCB,PBKS,Virat Kohli,KL Rahul,Sharjah Cricket Stadium,Royal Challengers Bangalore , Punjab Kings
161,2021.0,1254089,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Sanju Samson,MS Dhoni,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals , Chennai Super Kings
162,2021.0,1254112,Mumbai Indians v Delhi Capitals,MI v DC,MI,DC,Rohit Sharma,Rishabh Pant,Sharjah Cricket Stadium,Mumbai Indians , Delhi Capitals
163,2021.0,1254102,Kolkata Knight Riders v Punjab Kings,KKR v PBKS,KKR,PBKS,Eoin Morgan,KL Rahul,Dubai International Cricket Stadium,Kolkata Knight Riders , Punjab Kings
164,2021.0,1254091,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Kane Williamson,MS Dhoni,Sharjah Cricket Stadium,Sunrisers Hyderabad , Chennai Super Kings
165,2021.0,1254103,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Sanju Samson,Virat Kohli,Dubai International Cricket Stadium,Rajasthan Royals , Royal Challengers Bangalore
166,2021.0,1254099,Mumbai Indians v Punjab Kings,MI v PBKS,MI,PBKS,Rohit Sharma,KL Rahul,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Punjab Kings
167,2021.0,1254092,Kolkata Knight Riders v Delhi Capitals,KKR v DC,KKR,DC,Eoin Morgan,Rishabh Pant,Sharjah Cricket Stadium,Kolkata Knight Riders , Delhi Capitals
168,2021.0,1254100,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,Kane Williamson,Sanju Samson,Dubai International Cricket Stadium,Sunrisers Hyderabad , Rajasthan Royals
169,2021.0,1254108,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore , Mumbai Indians
170,2021.0,1254098,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Eoin Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings , Kolkata Knight Riders
171,2021.0,1254107,Sunrisers Hyderabad v Punjab Kings,SRH v PBKS,SRH,PBKS,Kane Williamson,KL Rahul,Sharjah Cricket Stadium,Sunrisers Hyderabad , Punjab Kings
172,2021.0,1254097,Delhi Capitals v Rajasthan Royals,DC v RR,DC,RR,Rishabh Pant,Sanju Samson,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals , Rajasthan Royals
173,2021.0,1254113,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,Sharjah Cricket Stadium,Royal Challengers Bangalore , Chennai Super Kings
174,2021.0,1254096,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Eoin Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Kolkata Knight Riders
175,2021.0,1254105,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Rishabh Pant,Kane Williamson,Dubai International Cricket Stadium,Delhi Capitals , Sunrisers Hyderabad
176,2021.0,1254111,Punjab Kings v Rajasthan Royals,PBKS v RR,PBKS,RR,KL Rahul,Sanju Samson,Dubai International Cricket Stadium,Punjab Kings , Rajasthan Royals
177,2021.0,1254087,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Eoin Morgan,Virat Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Royal Challengers Bangalore
178,2021.0,1254104,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Kieron Pollard,Dubai International Cricket Stadium,Chennai Super Kings , Mumbai Indians
179,2021.0,1254086,Punjab Kings v Delhi Capitals,PBKS v DC,PBKS,DC,Mayank Agarwal,Rishabh Pant,"Narendra Modi Stadium, Motera, Ahmedabad",Punjab Kings , Delhi Capitals
180,2021.0,1254085,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Sanju Samson,Kane Williamson,"Arun Jaitley Stadium, Delhi",Rajasthan Royals , Sunrisers Hyderabad
181,2021.0,1254084,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Arun Jaitley Stadium, Delhi",Mumbai Indians , Chennai Super Kings
182,2021.0,1254083,Punjab Kings v Royal Challengers Bangalore,PBKS v RCB,PBKS,RCB,KL Rahul,Virat Kohli,"Narendra Modi Stadium, Motera, Ahmedabad",Punjab Kings , Royal Challengers Bangalore
183,2021.0,1254082,Delhi Capitals v Kolkata Knight Riders,DC v KKR,DC,KKR,Rishabh Pant,Eoin Morgan,"Narendra Modi Stadium, Motera, Ahmedabad",Delhi Capitals , Kolkata Knight Riders
184,2021.0,1254081,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Sanju Samson,"Arun Jaitley Stadium, Delhi",Mumbai Indians , Rajasthan Royals
185,2021.0,1254080,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,David Warner,"Arun Jaitley Stadium, Delhi",Chennai Super Kings , Sunrisers Hyderabad
186,2021.0,1254079,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,DC,RCB,Rishabh Pant,Virat Kohli,"Narendra Modi Stadium, Motera, Ahmedabad",Delhi Capitals , Royal Challengers Bangalore
187,2021.0,1254078,Punjab Kings v Kolkata Knight Riders,PBKS v KKR,PBKS,KKR,KL Rahul,Eoin Morgan,"Narendra Modi Stadium, Motera, Ahmedabad",Punjab Kings , Kolkata Knight Riders
188,2021.0,1254077,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,SRH,DC,David Warner,Rishabh Pant,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad , Delhi Capitals
189,2021.0,1254076,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"Wankhede Stadium, Mumbai",Chennai Super Kings , Royal Challengers Bangalore
190,2021.0,1254075,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Sanju Samson,Eoin Morgan,"Wankhede Stadium, Mumbai",Rajasthan Royals , Kolkata Knight Riders
191,2021.0,1254074,Punjab Kings v Mumbai Indians,PBKS v MI,PBKS,MI,KL Rahul,Rohit Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings , Mumbai Indians
192,2021.0,1254073,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Sanju Samson,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore , Rajasthan Royals
193,2021.0,1254072,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Eoin Morgan,MS Dhoni,"Wankhede Stadium, Mumbai",Kolkata Knight Riders , Chennai Super Kings
194,2021.0,1254071,Punjab Kings v Sunrisers Hyderabad,PBKS v SRH,PBKS,SRH,KL Rahul,David Warner,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings , Sunrisers Hyderabad
195,2021.0,1254070,Delhi Capitals v Mumbai Indians,DC v MI,DC,MI,Rishabh Pant,Rohit Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals , Mumbai Indians
196,2021.0,1254069,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Sanju Samson,"Wankhede Stadium, Mumbai",Chennai Super Kings , Rajasthan Royals
197,2021.0,1254068,Delhi Capitals v Punjab Kings,DC v PBKS,DC,PBKS,Rishabh Pant,KL Rahul,"Wankhede Stadium, Mumbai",Delhi Capitals , Punjab Kings
198,2021.0,1254067,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Eoin Morgan,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore , Kolkata Knight Riders
199,2021.0,1254066,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,David Warner,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians , Sunrisers Hyderabad
200,2021.0,1254065,Punjab Kings v Chennai Super Kings,PBKS v CSK,PBKS,CSK,KL Rahul,MS Dhoni,"Wankhede Stadium, Mumbai",Punjab Kings , Chennai Super Kings
201,2021.0,1254064,Rajasthan Royals v Delhi Capitals,RR v DC,RR,DC,Sanju Samson,Rishabh Pant,"Wankhede Stadium, Mumbai",Rajasthan Royals , Delhi Capitals
202,2021.0,1254063,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,David Warner,Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad , Royal Challengers Bangalore
203,2021.0,1254062,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Eoin Morgan,Rohit Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders , Mumbai Indians
204,2021.0,1254061,Rajasthan Royals v Punjab Kings,RR v PBKS,RR,PBKS,Sanju Samson,KL Rahul,"Wankhede Stadium, Mumbai",Rajasthan Royals , Punjab Kings
205,2021.0,1254060,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,David Warner,Eoin Morgan,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad , Kolkata Knight Riders
206,2021.0,1254059,Chennai Super Kings v Delhi Capitals,CSK v DC,CSK,DC,MS Dhoni,Rishabh Pant,"Wankhede Stadium, Mumbai",Chennai Super Kings , Delhi Capitals
207,2021.0,1254058,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians , Royal Challengers Bangalore
208,2020.0,1216492,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Chennai Super Kings
209,2020.0,1216493,Delhi Capitals v Kings XI Punjab,DC v KXIP,DC,KXIP,Shreyas Iyer,KL Rahul,Dubai International Cricket Stadium,Delhi Capitals , Kings XI Punjab
210,2020.0,1216534,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,David Warner,Virat Kohli,Dubai International Cricket Stadium,Sunrisers Hyderabad , Royal Challengers Bangalore
211,2020.0,1216496,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Steven Smith,MS Dhoni,Sharjah Cricket Stadium,Rajasthan Royals , Chennai Super Kings
212,2020.0,1216508,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Dinesh Karthik,Rohit Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Mumbai Indians
213,2020.0,1216510,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,KL Rahul,Virat Kohli,Dubai International Cricket Stadium,Kings XI Punjab , Royal Challengers Bangalore
214,2020.0,1216539,Chennai Super Kings v Delhi Capitals,CSK v DC,CSK,DC,MS Dhoni,Shreyas Iyer,Dubai International Cricket Stadium,Chennai Super Kings , Delhi Capitals
215,2020.0,1216545,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Dinesh Karthik,David Warner,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Sunrisers Hyderabad
216,2020.0,1216527,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Steven Smith,KL Rahul,Sharjah Cricket Stadium,Rajasthan Royals , Kings XI Punjab
217,2020.0,1216547,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,Dubai International Cricket Stadium,Royal Challengers Bangalore , Mumbai Indians
218,2020.0,1216532,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Shreyas Iyer,David Warner,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals , Sunrisers Hyderabad
219,2020.0,1216504,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Steven Smith,Dinesh Karthik,Dubai International Cricket Stadium,Rajasthan Royals , Kolkata Knight Riders
220,2020.0,1216503,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,KL Rahul,Rohit Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab , Mumbai Indians
221,2020.0,1216516,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,David Warner,Dubai International Cricket Stadium,Chennai Super Kings , Sunrisers Hyderabad
222,2020.0,1216514,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Steven Smith,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bangalore , Rajasthan Royals
223,2020.0,1216515,Delhi Capitals v Kolkata Knight Riders,DC v KKR,DC,KKR,Shreyas Iyer,Dinesh Karthik,Sharjah Cricket Stadium,Delhi Capitals , Kolkata Knight Riders
224,2020.0,1216538,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,David Warner,Sharjah Cricket Stadium,Mumbai Indians , Sunrisers Hyderabad
225,2020.0,1216513,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,KL Rahul,MS Dhoni,Dubai International Cricket Stadium,Kings XI Punjab , Chennai Super Kings
226,2020.0,1216519,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,RCB,DC,Virat Kohli,Shreyas Iyer,Dubai International Cricket Stadium,Royal Challengers Bangalore , Delhi Capitals
227,2020.0,1216511,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Steven Smith,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Rajasthan Royals
228,2020.0,1216501,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Dinesh Karthik,MS Dhoni,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Chennai Super Kings
229,2020.0,1216542,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,David Warner,KL Rahul,Dubai International Cricket Stadium,Sunrisers Hyderabad , Kings XI Punjab
230,2020.0,1216500,Rajasthan Royals v Delhi Capitals,RR v DC,RR,DC,Steven Smith,Shreyas Iyer,Sharjah Cricket Stadium,Rajasthan Royals , Delhi Capitals
231,2020.0,1216523,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,KL Rahul,Dinesh Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab , Kolkata Knight Riders
232,2020.0,1216525,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,Dubai International Cricket Stadium,Chennai Super Kings , Royal Challengers Bangalore
233,2020.0,1216507,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,David Warner,Steven Smith,Dubai International Cricket Stadium,Sunrisers Hyderabad , Rajasthan Royals
234,2020.0,1216529,Mumbai Indians v Delhi Capitals,MI v DC,MI,DC,Rohit Sharma,Shreyas Iyer,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Delhi Capitals
235,2020.0,1216540,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Dinesh Karthik,Sharjah Cricket Stadium,Royal Challengers Bangalore , Kolkata Knight Riders
236,2020.0,1216528,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,David Warner,MS Dhoni,Dubai International Cricket Stadium,Sunrisers Hyderabad , Chennai Super Kings
237,2020.0,1216543,Delhi Capitals v Rajasthan Royals,DC v RR,DC,RR,Shreyas Iyer,Steven Smith,Dubai International Cricket Stadium,Delhi Capitals , Rajasthan Royals
238,2020.0,1216531,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,KL Rahul,Sharjah Cricket Stadium,Royal Challengers Bangalore , Kings XI Punjab
239,2020.0,1216526,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Eoin Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Kolkata Knight Riders
240,2020.0,1216522,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Steven Smith,Virat Kohli,Dubai International Cricket Stadium,Rajasthan Royals , Royal Challengers Bangalore
241,2020.0,1216509,Delhi Capitals v Chennai Super Kings,DC v CSK,DC,CSK,Shreyas Iyer,MS Dhoni,Sharjah Cricket Stadium,Delhi Capitals , Chennai Super Kings
242,2020.0,1216512,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,David Warner,Eoin Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Sunrisers Hyderabad , Kolkata Knight Riders
243,2020.0,1216517,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,KL Rahul,Dubai International Cricket Stadium,Mumbai Indians , Kings XI Punjab
244,2020.0,1216533,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Steven Smith,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings , Rajasthan Royals
245,2020.0,1216546,Kings XI Punjab v Delhi Capitals,KXIP v DC,KXIP,DC,KL Rahul,Shreyas Iyer,Dubai International Cricket Stadium,Kings XI Punjab , Delhi Capitals
246,2020.0,1216494,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Eoin Morgan,Virat Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Royal Challengers Bangalore
247,2020.0,1216518,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Steven Smith,David Warner,Dubai International Cricket Stadium,Rajasthan Royals , Sunrisers Hyderabad
248,2020.0,1216521,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Kieron Pollard,Sharjah Cricket Stadium,Chennai Super Kings , Mumbai Indians
249,2020.0,1216497,Kolkata Knight Riders v Delhi Capitals,KKR v DC,KKR,DC,Eoin Morgan,Shreyas Iyer,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders , Delhi Capitals
250,2020.0,1216498,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,KL Rahul,David Warner,Dubai International Cricket Stadium,Kings XI Punjab , Sunrisers Hyderabad
251,2020.0,1216544,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,Dubai International Cricket Stadium,Royal Challengers Bangalore , Chennai Super Kings
252,2020.0,1216541,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Steven Smith,Kieron Pollard,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals , Mumbai Indians
253,2020.0,1216520,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Eoin Morgan,KL Rahul,Sharjah Cricket Stadium,Kolkata Knight Riders , Kings XI Punjab
254,2020.0,1216524,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,SRH,DC,David Warner,Shreyas Iyer,Dubai International Cricket Stadium,Sunrisers Hyderabad , Delhi Capitals
