,season,id,name,short_name,home_team,away_team,home_captain,away_captain,venue_name,home_team_name,away_team_name
255,2020.0,1216499,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Kieron Pollard,Virat Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians , Royal Challengers Bangalore
256,2020.0,1216536,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Eoin Morgan,Dubai International Cricket Stadium,Chennai Super Kings , Kolkata Knight Riders
257,2020.0,1216537,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,KL Rahul,Steven Smith,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab , Rajasthan Royals
258,2020.0,1216535,Delhi Capitals v Mumbai Indians,DC v MI,DC,MI,Shreyas Iyer,Kieron Pollard,Dubai International Cricket Stadium,Delhi Capitals , Mumbai Indians
259,2020.0,1216502,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,David Warner,Sharjah Cricket Stadium,Royal Challengers Bangalore , Sunrisers Hyderabad
260,2020.0,1216506,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,KL Rahul,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings , Kings XI Punjab
261,2020.0,1216530,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Eoin Morgan,Steven Smith,Dubai International Cricket Stadium,Kolkata Knight Riders , Rajasthan Royals
262,2020.0,1216505,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,DC,RCB,Shreyas Iyer,Virat Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals , Royal Challengers Bangalore
263,2020.0,1216495,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,David Warner,Rohit Sharma,Sharjah Cricket Stadium,Sunrisers Hyderabad , Mumbai Indians
264,2020.0,1237177,Delhi Capitals v Mumbai Indians,DC v MI,DC,MI,Shreyas Iyer,Rohit Sharma,Dubai International Cricket Stadium,Delhi Capitals , Mumbai Indians
265,2020.0,1237178,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,David Warner,"Sheikh Zayed Stadium, Abu Dhabi",Royal Challengers Bangalore , Sunrisers Hyderabad
266,2020.0,1237180,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Shreyas Iyer,David Warner,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals , Sunrisers Hyderabad
267,2020.0,1237181,Delhi Capitals v Mumbai Indians,DC v MI,DC,MI,Shreyas Iyer,Rohit Sharma,Dubai International Cricket Stadium,Delhi Capitals , Mumbai Indians
268,2019.0,1175356,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Royal Challengers Bangalore
269,2019.0,1175357,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Dinesh Karthik,Bhuvneshwar Kumar,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
270,2019.0,1175358,Mumbai Indians v Delhi Capitals,MI v DC,MI,DC,Rohit Sharma,Shreyas Iyer,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Capitals
271,2019.0,1175359,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Ajinkya Rahane,Ravichandran Ashwin,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kings XI Punjab
272,2019.0,1175360,Delhi Capitals v Chennai Super Kings,DC v CSK,DC,CSK,Shreyas Iyer,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Chennai Super Kings
273,2019.0,1175361,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Dinesh Karthik,Ravichandran Ashwin,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
274,2019.0,1175362,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
275,2019.0,1175363,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,Kane Williamson,Ajinkya Rahane,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Rajasthan Royals
276,2019.0,1175364,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Ravichandran Ashwin,Rohit Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Mumbai Indians
277,2019.0,1175365,Delhi Capitals v Kolkata Knight Riders,DC v KKR,DC,KKR,Shreyas Iyer,Dinesh Karthik,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Kolkata Knight Riders
278,2019.0,1175366,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,Bhuvneshwar Kumar,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
279,2019.0,1175367,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Ajinkya Rahane,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Rajasthan Royals
280,2019.0,1175368,Kings XI Punjab v Delhi Capitals,KXIP v DC,KXIP,DC,Ravichandran Ashwin,Shreyas Iyer,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Capitals
281,2019.0,1175369,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Ajinkya Rahane,Virat Kohli,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
282,2019.0,1175370,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
283,2019.0,1175371,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Shreyas Iyer,Bhuvneshwar Kumar,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Sunrisers Hyderabad
284,2019.0,1175372,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Dinesh Karthik,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
285,2019.0,1178393,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,CSK,KXIP,MS Dhoni,Ravichandran Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kings XI Punjab
286,2019.0,1178394,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,Bhuvneshwar Kumar,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
287,2019.0,1178395,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,RCB,DC,Virat Kohli,Shreyas Iyer,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Capitals
288,2019.0,1178396,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Ajinkya Rahane,Dinesh Karthik,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kolkata Knight Riders
289,2019.0,1178397,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,Ravichandran Ashwin,Bhuvneshwar Kumar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Sunrisers Hyderabad
290,2019.0,1178398,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Dinesh Karthik,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
291,2019.0,1178399,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Kieron Pollard,Ravichandran Ashwin,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
292,2019.0,1178400,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Ajinkya Rahane,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Chennai Super Kings
293,2019.0,1178401,Kolkata Knight Riders v Delhi Capitals,KKR v DC,KKR,DC,Dinesh Karthik,Shreyas Iyer,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Capitals
294,2019.0,1178402,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Ajinkya Rahane,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
295,2019.0,1178403,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Ravichandran Ashwin,Virat Kohli,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Royal Challengers Bangalore
296,2019.0,1178404,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Dinesh Karthik,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
297,2019.0,1178405,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,SRH,DC,Kane Williamson,Shreyas Iyer,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Delhi Capitals
298,2019.0,1178406,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
299,2019.0,1178407,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Ravichandran Ashwin,Ajinkya Rahane,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Rajasthan Royals
300,2019.0,1178408,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Kane Williamson,Suresh Raina,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Chennai Super Kings
301,2019.0,1178409,Delhi Capitals v Mumbai Indians,DC v MI,DC,MI,Shreyas Iyer,Rohit Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Mumbai Indians
302,2019.0,1178410,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Dinesh Karthik,Virat Kohli,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
303,2019.0,1178411,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Steven Smith,Rohit Sharma,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
304,2019.0,1178412,Delhi Capitals v Kings XI Punjab,DC v KXIP,DC,KXIP,Shreyas Iyer,Ravichandran Ashwin,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Kings XI Punjab
305,2019.0,1178413,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,Kane Williamson,Dinesh Karthik,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
306,2019.0,1178414,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
307,2019.0,1178415,Rajasthan Royals v Delhi Capitals,RR v DC,RR,DC,Steven Smith,Shreyas Iyer,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Delhi Capitals
308,2019.0,1178416,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,Bhuvneshwar Kumar,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Sunrisers Hyderabad
309,2019.0,1178417,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,Ravichandran Ashwin,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
310,2019.0,1178418,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Dinesh Karthik,Steven Smith,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
311,2019.0,1178419,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,Suresh Raina,Rohit Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Mumbai Indians
312,2019.0,1178420,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Steven Smith,Kane Williamson,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Sunrisers Hyderabad
313,2019.0,1178421,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,DC,RCB,Shreyas Iyer,Virat Kohli,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Royal Challengers Bangalore
314,2019.0,1178422,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Dinesh Karthik,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
315,2019.0,1178423,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,Kane Williamson,Ravichandran Ashwin,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
316,2019.0,1178424,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Steven Smith,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
317,2019.0,1178425,Chennai Super Kings v Delhi Capitals,CSK v DC,CSK,DC,MS Dhoni,Shreyas Iyer,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Delhi Capitals
318,2019.0,1178426,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,Kane Williamson,"Wankhede Stadium, Mumbai",Mumbai Indians , Sunrisers Hyderabad
319,2019.0,1178427,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Ravichandran Ashwin,Dinesh Karthik,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Kolkata Knight Riders
320,2019.0,1178428,Delhi Capitals v Rajasthan Royals,DC v RR,DC,RR,Shreyas Iyer,Ajinkya Rahane,"Arun Jaitley Stadium, Delhi",Delhi Capitals , Rajasthan Royals
321,2019.0,1178429,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,Kane Williamson,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
322,2019.0,1178430,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Ravichandran Ashwin,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Chennai Super Kings
323,2019.0,1178431,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Dinesh Karthik,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
324,2019.0,1181764,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians , Chennai Super Kings
325,2019.0,1181766,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,DC,SRH,Shreyas Iyer,Kane Williamson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals , Sunrisers Hyderabad
326,2019.0,1181767,Chennai Super Kings v Delhi Capitals,CSK v DC,CSK,DC,MS Dhoni,Shreyas Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings , Delhi Capitals
327,2019.0,1181768,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians , Chennai Super Kings
328,2018.0,1136561,Mumbai Indians v Chennai Super Kings,MI v CSK,MI,CSK,Rohit Sharma,MS Dhoni,"Wankhede Stadium, Mumbai",Mumbai Indians , Chennai Super Kings
329,2018.0,1136562,Kings XI Punjab v Delhi Daredevils,KXIP v DC,KXIP,DC,Ravichandran Ashwin,Gautam Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Delhi Darede
330,2018.0,1136563,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,KKR,RCB,Dinesh Karthik,Virat Kohli,"Eden Gardens, Kolkata",Kolkata Knight Riders , Royal Challengers Bangalore
331,2018.0,1136564,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,SRH,RR,Kane Williamson,Ajinkya Rahane,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Rajasthan Royals
332,2018.0,1136565,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,CSK,KKR,MS Dhoni,Dinesh Karthik,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings , Kolkata Knight Riders
333,2018.0,1136566,Rajasthan Royals v Delhi Daredevils,RR v DC,RR,DC,Ajinkya Rahane,Gautam Gambhir,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Delhi Darede
334,2018.0,1136567,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,SRH,MI,Kane Williamson,Rohit Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Mumbai Indians
335,2018.0,1136568,Royal Challengers Bangalore v Kings XI Punjab,RCB v KXIP,RCB,KXIP,Virat Kohli,Ravichandran Ashwin,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kings XI Punjab
336,2018.0,1136569,Mumbai Indians v Delhi Daredevils,MI v DC,MI,DC,Rohit Sharma,Gautam Gambhir,"Wankhede Stadium, Mumbai",Mumbai Indians , Delhi Darede
337,2018.0,1136570,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,KKR,SRH,Dinesh Karthik,Kane Williamson,"Eden Gardens, Kolkata",Kolkata Knight Riders , Sunrisers Hyderabad
338,2018.0,1136571,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,RCB,RR,Virat Kohli,Ajinkya Rahane,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Rajasthan Royals
339,2018.0,1136572,Kings XI Punjab v Chennai Super Kings,KXIP v CSK,KXIP,CSK,Ravichandran Ashwin,MS Dhoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Chennai Super Kings
340,2018.0,1136573,Kolkata Knight Riders v Delhi Daredevils,KKR v DC,KKR,DC,Dinesh Karthik,Gautam Gambhir,"Eden Gardens, Kolkata",Kolkata Knight Riders , Delhi Darede
341,2018.0,1136574,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,MI,RCB,Rohit Sharma,Virat Kohli,"Wankhede Stadium, Mumbai",Mumbai Indians , Royal Challengers Bangalore
342,2018.0,1136575,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,RR,KKR,Ajinkya Rahane,Dinesh Karthik,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kolkata Knight Riders
343,2018.0,1136576,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,KXIP,SRH,Ravichandran Ashwin,Kane Williamson,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Kings XI Punjab , Sunrisers Hyderabad
344,2018.0,1136577,Chennai Super Kings v Rajasthan Royals,CSK v RR,CSK,RR,MS Dhoni,Ajinkya Rahane,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Rajasthan Royals
345,2018.0,1136578,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,KKR,KXIP,Dinesh Karthik,Ravichandran Ashwin,"Eden Gardens, Kolkata",Kolkata Knight Riders , Kings XI Punjab
346,2018.0,1136579,Royal Challengers Bangalore v Delhi Daredevils,RCB v DC,RCB,DC,Virat Kohli,Gautam Gambhir,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Delhi Darede
347,2018.0,1136580,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,SRH,CSK,Kane Williamson,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Chennai Super Kings
348,2018.0,1136581,Rajasthan Royals v Mumbai Indians,RR v MI,RR,MI,Ajinkya Rahane,Rohit Sharma,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Mumbai Indians
349,2018.0,1136582,Delhi Daredevils v Kings XI Punjab,DC v KXIP,DC,KXIP,Gautam Gambhir,Ravichandran Ashwin,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
350,2018.0,1136583,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,MI,SRH,Rohit Sharma,Kane Williamson,"Wankhede Stadium, Mumbai",Mumbai Indians , Sunrisers Hyderabad
351,2018.0,1136584,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,RCB,CSK,Virat Kohli,MS Dhoni,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Chennai Super Kings
352,2018.0,1136585,Sunrisers Hyderabad v Kings XI Punjab,SRH v KXIP,SRH,KXIP,Kane Williamson,Ravichandran Ashwin,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kings XI Punjab
353,2018.0,1136586,Delhi Daredevils v Kolkata Knight Riders,DC v KKR,DC,KKR,Shreyas Iyer,Dinesh Karthik,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
354,2018.0,1136587,Chennai Super Kings v Mumbai Indians,CSK v MI,CSK,MI,MS Dhoni,Rohit Sharma,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Mumbai Indians
355,2018.0,1136588,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,RR,SRH,Ajinkya Rahane,Kane Williamson,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Sunrisers Hyderabad
356,2018.0,1136589,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,RCB,KKR,Virat Kohli,Dinesh Karthik,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Kolkata Knight Riders
357,2018.0,1136590,Chennai Super Kings v Delhi Daredevils,CSK v DC,CSK,DC,MS Dhoni,Shreyas Iyer,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Delhi Darede
358,2018.0,1136591,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,RCB,MI,Virat Kohli,Rohit Sharma,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Mumbai Indians
359,2018.0,1136592,Delhi Daredevils v Rajasthan Royals,DC v RR,DC,RR,Shreyas Iyer,Ajinkya Rahane,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
360,2018.0,1136593,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,KKR,CSK,Dinesh Karthik,MS Dhoni,"Eden Gardens, Kolkata",Kolkata Knight Riders , Chennai Super Kings
361,2018.0,1136594,Kings XI Punjab v Mumbai Indians,KXIP v MI,KXIP,MI,Ravichandran Ashwin,Rohit Sharma,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Mumbai Indians
362,2018.0,1136595,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,CSK,RCB,MS Dhoni,Virat Kohli,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Royal Challengers Bangalore
363,2018.0,1136596,Sunrisers Hyderabad v Delhi Daredevils,SRH v DC,SRH,DC,Kane Williamson,Shreyas Iyer,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Delhi Darede
364,2018.0,1136597,Mumbai Indians v Kolkata Knight Riders,MI v KKR,MI,KKR,Rohit Sharma,Dinesh Karthik,"Wankhede Stadium, Mumbai",Mumbai Indians , Kolkata Knight Riders
365,2018.0,1136598,Kings XI Punjab v Rajasthan Royals,KXIP v RR,KXIP,RR,Ravichandran Ashwin,Ajinkya Rahane,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Rajasthan Royals
366,2018.0,1136599,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,SRH,RCB,Kane Williamson,Virat Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Royal Challengers Bangalore
367,2018.0,1136600,Rajasthan Royals v Kings XI Punjab,RR v KXIP,RR,KXIP,Ajinkya Rahane,Ravichandran Ashwin,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Kings XI Punjab
368,2018.0,1136601,Kolkata Knight Riders v Mumbai Indians,KKR v MI,KKR,MI,Dinesh Karthik,Rohit Sharma,"Eden Gardens, Kolkata",Kolkata Knight Riders , Mumbai Indians
369,2018.0,1136602,Delhi Daredevils v Sunrisers Hyderabad,DC v SRH,DC,SRH,Shreyas Iyer,Kane Williamson,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
370,2018.0,1136603,Rajasthan Royals v Chennai Super Kings,RR v CSK,RR,CSK,Ajinkya Rahane,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Chennai Super Kings
371,2018.0,1136604,Kings XI Punjab v Kolkata Knight Riders,KXIP v KKR,KXIP,KKR,Ravichandran Ashwin,Dinesh Karthik,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Kolkata Knight Riders
372,2018.0,1136605,Delhi Daredevils v Royal Challengers Bangalore,DC v RCB,DC,RCB,Shreyas Iyer,Virat Kohli,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
373,2018.0,1136606,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,CSK,SRH,MS Dhoni,Kane Williamson,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings , Sunrisers Hyderabad
374,2018.0,1136607,Mumbai Indians v Rajasthan Royals,MI v RR,MI,RR,Rohit Sharma,Ajinkya Rahane,"Wankhede Stadium, Mumbai",Mumbai Indians , Rajasthan Royals
375,2018.0,1136608,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,KXIP,RCB,Ravichandran Ashwin,Virat Kohli,"Holkar Cricket Stadium, Indore",Kings XI Punjab , Royal Challengers Bangalore
376,2018.0,1136609,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,KKR,RR,Dinesh Karthik,Ajinkya Rahane,"Eden Gardens, Kolkata",Kolkata Knight Riders , Rajasthan Royals
377,2018.0,1136610,Mumbai Indians v Kings XI Punjab,MI v KXIP,MI,KXIP,Rohit Sharma,Ravichandran Ashwin,"Wankhede Stadium, Mumbai",Mumbai Indians , Kings XI Punjab
378,2018.0,1136611,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,RCB,SRH,Virat Kohli,Kane Williamson,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore , Sunrisers Hyderabad
379,2018.0,1136612,Delhi Daredevils v Chennai Super Kings,DC v CSK,DC,CSK,Shreyas Iyer,MS Dhoni,"Arun Jaitley Stadium, Delhi",Delhi Darede,ils 
380,2018.0,1136613,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,RR,RCB,Ajinkya Rahane,Virat Kohli,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals , Royal Challengers Bangalore
381,2018.0,1136614,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,SRH,KKR,Kane Williamson,Dinesh Karthik,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad , Kolkata Knight Riders
